Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,acc,base_lr,batch_size,out_channels,hidden_channels,heads,negative_slope,dropout,num_layers,epochs
cora_runuyh92i7p_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,128,4,0.1,0.1,6,10000
cora_runkhp80zej_GAT,56.27,72.51,84.69,89.85,91.51,92.25,76.85,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,82.84,0.01,1024,32,64,2,0.2,0.0,5,10000
cora_runyrclmweq_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,128,4,0.1,0.1,7,10000
cora_run60lp82r0_GAT,56.27,72.51,84.69,89.85,91.51,92.25,76.85,56.27,72.51,84.69,89.85,91.51,92.25,96.47,97.28,82.84,0.01,1024,32,64,2,0.2,0.0,6,10000
cora_runvcyq6ad7_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,128,4,0.2,0.0,5,10000
cora_run13ep3c7t_GAT,56.27,72.51,84.69,89.85,91.51,92.44,76.85,56.27,72.51,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,64,2,0.2,0.0,7,10000
cora_runmfj3oarx_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,128,4,0.2,0.0,6,10000
cora_runxjnq1x3n_GAT,56.27,72.51,84.69,89.85,91.51,92.44,76.85,56.27,72.51,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,64,2,0.2,0.1,5,10000
cora_runggtgknze_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,128,4,0.2,0.0,7,10000
cora_runn58vm37g_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,64,2,0.2,0.1,6,10000
cora_runyguqmpca_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,128,4,0.2,0.1,5,10000
cora_runz4lp4otf_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,64,2,0.2,0.1,7,10000
cora_run4ryaujrq_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,128,4,0.2,0.1,6,10000
cora_runc4bttd6h_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,64,8,0.1,0.0,5,10000
cora_runm03j7qxz_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,128,4,0.2,0.1,7,10000
cora_run1lt0apmq_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,64,8,0.1,0.0,6,10000
cora_runtvug6erx_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,128,2,0.1,0.0,5,10000
cora_run7n1k5peg_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,64,8,0.1,0.0,7,10000
cora_run1wbud5os_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.26,97.22,82.84,0.01,1024,32,128,2,0.1,0.0,6,10000
cora_runmzhnd32n_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,64,8,0.1,0.1,5,10000
cora_runuvz89oxn_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,2,0.1,0.0,7,10000
cora_runsasp691w_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,64,8,0.1,0.1,6,10000
cora_runatqbsugg_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,2,0.1,0.1,5,10000
cora_runm7tae37y_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,64,8,0.1,0.1,7,10000
cora_runol24nh1x_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,2,0.1,0.1,6,10000
cora_runzfskb3nq_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,64,8,0.2,0.0,5,10000
cora_runu5juir9e_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,2,0.1,0.1,7,10000
cora_run0l7jusuj_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,64,8,0.2,0.0,6,10000
cora_runpxl4gdr4_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,2,0.2,0.0,5,10000
cora_runl3rrpt8g_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,64,8,0.2,0.0,7,10000
cora_runhjbtg1ih_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,2,0.2,0.0,6,10000
cora_runq658a4br_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,64,8,0.2,0.1,5,10000
cora_runpv1atpah_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,2,0.2,0.0,7,10000
cora_runivj1rt6w_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,64,8,0.2,0.1,6,10000
cora_run238apy89_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,2,0.2,0.1,5,10000
cora_runr9c3dy6s_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,64,8,0.2,0.1,7,10000
cora_runzt5c0bcz_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,2,0.2,0.1,6,10000
cora_runjm7hhiqn_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,128,4,0.1,0.0,5,10000
cora_runqx1a6ohs_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,2,0.2,0.1,7,10000
cora_runvag90op5_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,128,4,0.1,0.0,6,10000
cora_run5u5ph98m_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,8,0.1,0.0,5,10000
cora_runmzx5h6x3_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,128,4,0.1,0.0,7,10000
cora_run0qyhy42p_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,8,0.1,0.0,6,10000
cora_runjfmp5rqr_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,128,4,0.1,0.1,5,10000
cora_run0e2zz0ie_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,8,0.1,0.0,7,10000
cora_runtdirakv0_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,128,4,0.1,0.1,6,10000
cora_runkl6ixc3o_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,8,0.1,0.1,5,10000
cora_runaefdvhjt_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,128,4,0.1,0.1,7,10000
cora_run5ane9w49_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,8,0.1,0.1,6,10000
cora_runq79d579o_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,128,4,0.2,0.0,5,10000
cora_runl8250y0a_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,8,0.1,0.1,7,10000
cora_runv68xcu5k_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,128,4,0.2,0.0,6,10000
cora_runqcdvtqjr_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,8,0.2,0.0,5,10000
cora_runzlj009xa_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,128,4,0.2,0.0,7,10000
cora_runyokhnr9y_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,8,0.2,0.0,6,10000
cora_runtwwq22pq_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,128,4,0.2,0.1,5,10000
cora_runy5tn1nnn_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,8,0.2,0.0,7,10000
cora_run4fxtjx7r_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,128,4,0.2,0.1,6,10000
cora_runngiyyelm_GAT,56.27,61.62,84.69,89.85,91.51,92.44,76.85,56.27,61.62,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,8,0.2,0.1,5,10000
cora_runxsl8tb58_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,128,4,0.2,0.1,7,10000
cora_runwk0b98ec_GAT,56.27,61.62,84.69,89.85,91.51,92.44,76.85,56.27,61.62,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,8,0.2,0.1,6,10000
cora_runhs7st6e4_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.47,97.28,82.84,0.01,1024,32,128,2,0.1,0.0,5,10000
cora_runce34h2uc_GAT,56.27,61.62,84.69,89.85,91.51,92.44,76.85,56.27,61.62,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,8,0.2,0.1,7,10000
cora_run6hx0k2w9_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.26,97.22,82.84,0.01,1024,32,128,2,0.1,0.0,6,10000
cora_runt1kn35ds_GAT,56.27,61.62,84.69,89.85,91.51,92.44,76.85,56.27,61.62,84.69,89.85,91.51,92.44,96.28,97.22,85.7,0.01,1024,32,256,4,0.1,0.0,5,10000
cora_run1sp1tn15_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,2,0.1,0.0,7,10000
cora_runq9cgrfmh_GAT,56.27,61.62,84.69,89.85,91.51,92.44,76.85,56.27,61.62,84.69,89.85,91.51,92.44,96.28,97.22,85.7,0.01,1024,32,256,4,0.1,0.0,6,10000
cora_runwtm06chw_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,2,0.1,0.1,5,10000
cora_runkw5kkmhs_GAT,56.27,61.62,84.69,89.85,91.51,92.44,76.85,56.27,61.62,84.69,89.85,91.51,92.44,96.28,97.22,85.7,0.01,1024,32,256,4,0.1,0.0,7,10000
cora_runjir18fpq_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,2,0.1,0.1,6,10000
cora_runo9y04ukt_GAT,56.27,61.62,84.69,89.85,91.51,92.44,76.85,56.27,61.62,84.69,89.85,91.51,92.44,96.28,97.22,85.7,0.01,1024,32,256,4,0.1,0.1,5,10000
cora_runi17y8cxe_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,2,0.1,0.1,7,10000
cora_runp5tiehgz_GAT,56.27,61.62,84.69,89.85,91.51,92.44,76.85,56.27,61.62,84.69,89.85,91.51,92.44,96.28,97.22,85.7,0.01,1024,32,256,4,0.1,0.1,6,10000
cora_runhz0p0uxd_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,2,0.2,0.0,5,10000
cora_run3vx9jbqv_GAT,56.27,61.62,84.69,89.85,91.51,92.44,76.85,56.27,61.62,84.69,89.85,91.51,92.44,96.28,97.22,85.7,0.01,1024,32,256,4,0.1,0.1,7,10000
cora_runlpd3xe0z_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,2,0.2,0.0,6,10000
cora_run1tg2bi6u_GAT,56.27,61.62,84.69,89.85,91.51,92.44,76.85,56.27,61.62,84.69,89.85,91.51,92.44,96.28,97.22,81.92,0.01,1024,32,256,4,0.2,0.0,5,10000
cora_runkt3sowzs_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,2,0.2,0.0,7,10000
cora_runa5sj3ay4_GAT,56.27,61.62,84.69,89.85,91.51,92.44,76.85,56.27,61.62,84.69,89.85,91.51,92.44,96.28,97.22,81.92,0.01,1024,32,256,4,0.2,0.0,6,10000
cora_runj1zuf1k8_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,2,0.2,0.1,5,10000
cora_run1gc7emk8_GAT,56.27,61.62,84.69,89.85,91.51,92.44,76.85,56.27,61.62,84.69,89.85,91.51,92.44,96.28,97.22,81.92,0.01,1024,32,256,4,0.2,0.0,7,10000
cora_runlvdnzg0z_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,2,0.2,0.1,6,10000
cora_runx2f32bop_GAT,56.27,61.62,84.69,89.85,91.51,92.44,76.85,56.27,61.62,84.69,89.85,91.51,92.44,96.28,97.22,81.92,0.01,1024,32,256,4,0.2,0.1,5,10000
cora_run6rhv1um1_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,2,0.2,0.1,7,10000
cora_run9ux6osgx_GAT,56.27,61.62,84.69,89.85,91.51,92.44,76.85,56.27,61.62,84.69,89.85,91.51,92.44,96.28,97.22,81.92,0.01,1024,32,256,4,0.2,0.1,6,10000
cora_runjg3q500m_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,8,0.1,0.0,5,10000
cora_runjpfyfkeg_GAT,56.27,61.62,84.69,89.85,91.51,92.44,76.85,56.27,61.62,84.69,89.85,91.51,92.44,96.28,97.22,81.92,0.01,1024,32,256,4,0.2,0.1,7,10000
cora_rund0rio9nn_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,8,0.1,0.0,6,10000
cora_run4szh8358_GAT,56.27,61.62,84.69,89.85,91.51,92.44,76.85,56.27,61.62,84.69,89.85,91.51,92.44,96.28,97.22,81.92,0.01,1024,32,256,2,0.1,0.0,5,10000
cora_runcfy0jqxh_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,8,0.1,0.0,7,10000
cora_run862evhln_GAT,56.27,61.62,84.69,89.85,91.51,92.44,76.85,56.27,61.62,84.69,89.85,91.51,92.44,96.28,97.22,81.92,0.01,1024,32,256,2,0.1,0.0,6,10000
cora_run96pfvxk2_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,8,0.1,0.1,5,10000
cora_runmnqw7lc0_GAT,56.27,61.62,84.69,89.85,91.51,92.44,76.85,56.27,61.62,84.69,89.85,91.51,92.44,96.28,97.22,81.92,0.01,1024,32,256,2,0.1,0.0,7,10000
cora_runjs09i3td_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,8,0.1,0.1,6,10000
cora_runxf7qcbcf_GAT,56.27,61.62,84.69,89.85,91.51,92.44,66.16,56.27,61.62,84.69,89.85,91.51,92.44,96.28,97.22,81.92,0.01,1024,32,256,2,0.1,0.1,5,10000
cora_runwjlym9aq_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,8,0.1,0.1,7,10000
cora_runtta56jyz_GAT,56.27,61.62,84.69,89.85,91.51,92.44,66.16,56.27,61.62,84.69,89.85,91.51,92.44,96.28,97.22,81.92,0.01,1024,32,256,2,0.1,0.1,6,10000
cora_runyne0xxai_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,8,0.2,0.0,5,10000
cora_run7dmxkq8e_GAT,56.27,61.62,84.69,89.85,91.51,92.44,66.16,56.27,61.62,84.69,89.85,91.51,92.44,96.28,97.22,81.92,0.01,1024,32,256,2,0.1,0.1,7,10000
cora_run7mbxxhev_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,8,0.2,0.0,6,10000
cora_runr2y5d3vc_GAT,56.27,61.62,84.69,89.85,92.07,92.44,66.16,56.27,61.62,84.69,89.85,92.07,92.44,96.28,97.22,81.92,0.01,1024,32,256,2,0.2,0.0,5,10000
cora_runfqdahc33_GAT,56.27,72.88,84.69,89.85,91.51,92.44,76.85,56.27,72.88,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,8,0.2,0.0,7,10000
cora_runspo50ds0_GAT,56.27,61.62,84.69,89.85,92.07,92.44,66.16,56.27,61.62,84.69,89.85,92.07,92.44,96.28,97.22,81.92,0.01,1024,32,256,2,0.2,0.0,6,10000
cora_runv2o3ww8h_GAT,56.27,61.62,84.69,89.85,91.51,92.44,76.85,56.27,61.62,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,8,0.2,0.1,5,10000
cora_runpoqhqyxh_GAT,56.27,61.62,84.69,89.85,92.07,92.44,66.16,56.27,61.62,84.69,89.85,92.07,92.44,96.28,97.22,81.92,0.01,1024,32,256,2,0.2,0.0,7,10000
cora_runy83afbpr_GAT,56.27,61.62,84.69,89.85,91.51,92.44,76.85,56.27,61.62,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,8,0.2,0.1,6,10000
cora_runzm6cxa9k_GAT,56.27,61.62,84.69,89.85,92.07,92.44,66.16,56.27,61.62,84.69,89.85,92.07,92.44,96.28,97.22,81.92,0.01,1024,32,256,2,0.2,0.1,5,10000
cora_runa8zxy16h_GAT,56.27,61.62,84.69,89.85,91.51,92.44,76.85,56.27,61.62,84.69,89.85,91.51,92.44,96.26,97.22,85.7,0.01,1024,32,128,8,0.2,0.1,7,10000
cora_runxw2jqnt3_GAT,56.27,61.62,84.69,89.85,92.07,92.44,66.16,56.27,61.62,84.69,89.85,92.07,92.44,96.28,97.22,81.92,0.01,1024,32,256,2,0.2,0.1,6,10000
cora_runclevne5i_GAT,56.27,61.62,84.69,89.85,91.51,92.44,76.85,56.27,61.62,84.69,89.85,91.51,92.44,96.28,97.22,85.7,0.01,1024,32,256,4,0.1,0.0,5,10000
cora_runkd7n0c4l_GAT,56.27,61.62,84.69,89.85,92.07,92.44,66.16,56.27,61.62,84.69,89.85,92.07,92.44,96.28,97.22,81.92,0.01,1024,32,256,2,0.2,0.1,7,10000
cora_runp3p69knz_GAT,56.27,61.62,84.69,89.85,91.51,92.44,76.85,56.27,61.62,84.69,89.85,91.51,92.44,96.28,97.22,85.7,0.01,1024,32,256,4,0.1,0.0,6,10000
cora_runlnc0724s_GAT,56.27,61.62,84.69,89.85,92.07,92.44,66.16,56.27,61.62,84.69,89.85,92.07,92.44,96.28,97.22,81.92,0.01,1024,32,256,8,0.1,0.0,5,10000
cora_run9mc7y2p2_GAT,56.27,61.62,84.69,89.85,91.51,92.44,76.85,56.27,61.62,84.69,89.85,91.51,92.44,96.28,97.22,85.7,0.01,1024,32,256,4,0.1,0.0,7,10000
cora_runoz1f5xf3_GAT,56.27,61.62,86.72,89.85,92.07,92.44,66.16,56.27,61.62,86.72,89.85,92.07,92.44,96.28,97.22,81.92,0.01,1024,32,256,8,0.1,0.0,6,10000
cora_runi49uwfwx_GAT,56.27,61.62,84.69,89.85,91.51,92.44,76.85,56.27,61.62,84.69,89.85,91.51,92.44,96.28,97.22,85.7,0.01,1024,32,256,4,0.1,0.1,5,10000
cora_rune84z9ixa_GAT,56.27,61.62,86.72,89.85,92.07,92.44,66.16,56.27,61.62,86.72,89.85,92.07,92.44,96.28,97.22,81.92,0.01,1024,32,256,8,0.1,0.0,7,10000
cora_runx6ulezw9_GAT,56.27,61.62,84.69,89.85,91.51,92.44,76.85,56.27,61.62,84.69,89.85,91.51,92.44,96.28,97.22,85.7,0.01,1024,32,256,4,0.1,0.1,6,10000
cora_runianz69x1_GAT,56.27,61.62,86.72,89.85,92.07,92.44,66.16,56.27,61.62,86.72,89.85,92.07,92.44,96.28,97.22,81.92,0.01,1024,32,256,8,0.1,0.1,5,10000
cora_runnynmg7lt_GAT,56.27,61.62,84.69,89.85,91.51,92.44,76.85,56.27,61.62,84.69,89.85,91.51,92.44,96.28,97.22,85.7,0.01,1024,32,256,4,0.1,0.1,7,10000
cora_runhnltpmln_GAT,56.27,61.62,86.72,89.85,92.07,92.44,66.16,56.27,61.62,86.72,89.85,92.07,92.44,96.28,97.22,81.92,0.01,1024,32,256,8,0.1,0.1,6,10000
cora_runtrg45bki_GAT,56.27,61.62,84.69,89.85,91.51,92.44,76.85,56.27,61.62,84.69,89.85,91.51,92.44,96.28,97.22,81.92,0.01,1024,32,256,4,0.2,0.0,5,10000
cora_runzi7zwsu6_GAT,56.27,61.62,86.72,89.85,92.07,92.44,66.16,56.27,61.62,86.72,89.85,92.07,92.44,96.28,97.22,81.92,0.01,1024,32,256,8,0.1,0.1,7,10000
cora_runv6v0fohs_GAT,56.27,61.62,84.69,89.85,91.51,92.44,76.85,56.27,61.62,84.69,89.85,91.51,92.44,96.28,97.22,81.92,0.01,1024,32,256,4,0.2,0.0,6,10000
cora_runte5zvrtm_GAT,56.27,61.62,86.72,89.85,92.07,92.44,66.16,56.27,61.62,86.72,89.85,92.07,92.44,96.28,97.22,81.92,0.01,1024,32,256,8,0.2,0.0,5,10000
cora_runkcwq2hw2_GAT,56.27,61.62,84.69,89.85,91.51,92.44,76.85,56.27,61.62,84.69,89.85,91.51,92.44,96.28,97.22,81.92,0.01,1024,32,256,4,0.2,0.0,7,10000
cora_runeerlcnf7_GAT,56.27,61.62,86.72,89.85,92.07,92.44,66.16,56.27,61.62,86.72,89.85,92.07,92.44,96.28,97.22,81.92,0.01,1024,32,256,8,0.2,0.0,6,10000
cora_run36x0jlxa_GAT,56.27,61.62,84.69,89.85,91.51,92.44,76.85,56.27,61.62,84.69,89.85,91.51,92.44,96.28,97.22,81.92,0.01,1024,32,256,4,0.2,0.1,5,10000
cora_run2epjp6tf_GAT,56.27,61.62,86.72,89.85,92.07,92.44,66.16,56.27,61.62,86.72,89.85,92.07,92.44,96.28,97.22,81.92,0.01,1024,32,256,8,0.2,0.0,7,10000
cora_run0ekmrw6c_GAT,56.27,61.62,84.69,89.85,91.51,92.44,76.85,56.27,61.62,84.69,89.85,91.51,92.44,96.28,97.22,81.92,0.01,1024,32,256,4,0.2,0.1,6,10000
