edge_index0,edge_index1,pred,gr
73,2442,0.0,0.0
1496,1327,0.0,0.0
1939,1034,0.0,0.0
2102,1085,1.0,0.0
1233,1810,1.0,0.0
136,2361,0.0,0.0
701,1789,0.0,0.0
744,1695,0.0,0.0
1969,2319,0.0,0.0
872,1531,0.0,0.0
1018,511,0.0,0.0
526,2322,0.0,0.0
738,290,0.0,0.0
1091,142,1.0,0.0
700,1263,0.0,0.0
507,106,1.0,0.0
1303,2268,1.0,0.0
1434,1238,1.0,0.0
1125,2093,0.0,0.0
1752,93,0.0,0.0
427,1722,0.0,0.0
1197,2003,0.0,0.0
1750,1629,0.0,0.0
2388,1282,1.0,0.0
41,1989,0.0,0.0
